LJ001-0001.npz|pɹˈɪntɪŋ, ɪnðɪ ˈOnli sˈɛns wɪð wˌɪʧ wiː ɑːɹ æt pɹˈɛzənt kənsˈɜːnd, dˈɪfɚz fɹʌm mˈOst ɪf nˌɑːt fɹʌm ˈɔːl ðɪ ˈɑːɹts ænd kɹˈæfts ɹˌɛpɹᵻzˈɛntᵻd ɪnðɪ ɛksɪbˈɪʃən
LJ001-0002.npz|ɪn bˌiːɪŋ kəmpˈæɹətˌɪvli mˈɑːdɚn.
LJ001-0003.npz|fɔːɹ ɔːlðˈO ðə ʧInˈiːz tˈʊk ɪmpɹˈɛʃənz fɹʌm wˈʊd blˈɑːks ɛŋɡɹˈAvd ɪn ɹᵻlˈiːf fɔːɹ sˈɛnʧɚɹiz bᵻfˌɔːɹ ðə wˈʊdkʌɾɚz ʌvðə nˈɛðɜːləndz, bI ɐ sˈɪmɪlɚ pɹˈɑːsɛs
LJ001-0004.npz|pɹədˈuːst ðə blˈɑːk bˈʊks, wˌɪʧ wɜː ðɪ ɪmˈiːdɪət pɹˈɛdᵻsˌɛsɚz ʌvðə tɹˈuː pɹˈɪntᵻd bˈʊk,
LJ001-0005.npz|ðɪ ɪnvˈɛnʃən ʌv mˈuːvəbəl mˈɛɾəl lˈɛɾɚz ɪnðə mˈɪdəl ʌvðə fˈɪftiːnθ sˈɛnʧɚɹi mˈA ʤˈʌstli biː kənsˈɪdɚd æz ðɪ ɪnvˈɛnʃən ʌvðɪ ˈɑːɹt ʌv pɹˈɪntɪŋ.
LJ001-0006.npz|ænd ɪɾ ɪz wˈɜːθ mˈɛnʃən ɪn pˈæsɪŋ ðˈæt, æz ɐn ɛɡzˈæmpəl ʌv fˈIn tIpˈɑːɡɹəfi,
LJ001-0007.npz|ðɪ ˈɜːlɪɪst bˈʊk pɹˈɪntᵻd wɪð mˈuːvəbəl tˈIps, ðə ɡjˈuːtənbˌɜːɡ, ɔːɹ "fˈɔːɹɾitˈuː lˈIn bˈIbəl" ʌv ɐbˌWt fˈɔːɹtiːn fˈɪftifˈIv,
LJ001-0008.npz|hɐz nˈɛvɚ bˌɪn sɚpˈæst.
LJ001-0009.npz|pɹˈɪntɪŋ, ðˈɛn, fɔːɹ ˌWɚ pˈɜːpəs, mˈA biː kənsˈɪdɚd æz ðɪ ˈɑːɹt ʌv mˌAkɪŋ bˈʊks bI mˈiːnz ʌv mˈuːvəbəl tˈIps.
LJ001-0010.npz|nˈW, æz ˈɔːl bˈʊks nˌɑːt pɹImˈɛɹᵻli ɪntˈɛndᵻd æz pˈɪkʧɚbˈʊks kənsˈɪst pɹˈɪnsɪpəli ʌv tˈIps kəmpˈOzd tə fˈɔːɹm lˈɛɾɚpɹˌɛs,
